Model Name,Harness,Task Name,Executor,Container,Invocation ID,Job ID,adlr_global_mmlu_acc,global_mmlu_de_acc,global_mmlu_de_business_acc,global_mmlu_de_humanities_acc,global_mmlu_de_medical_acc,global_mmlu_de_other_acc,global_mmlu_de_social_sciences_acc,global_mmlu_de_stem_acc,global_mmlu_es_acc,global_mmlu_es_business_acc,global_mmlu_es_humanities_acc,global_mmlu_es_medical_acc,global_mmlu_es_other_acc,global_mmlu_es_social_sciences_acc,global_mmlu_es_stem_acc,global_mmlu_fr_acc,global_mmlu_fr_business_acc,global_mmlu_fr_humanities_acc,global_mmlu_fr_medical_acc,global_mmlu_fr_other_acc,global_mmlu_fr_social_sciences_acc,global_mmlu_fr_stem_acc,global_mmlu_it_acc,global_mmlu_it_business_acc,global_mmlu_it_humanities_acc,global_mmlu_it_medical_acc,global_mmlu_it_other_acc,global_mmlu_it_social_sciences_acc,global_mmlu_it_stem_acc,global_mmlu_ja_acc,global_mmlu_ja_business_acc,global_mmlu_ja_humanities_acc,global_mmlu_ja_medical_acc,global_mmlu_ja_other_acc,global_mmlu_ja_social_sciences_acc,global_mmlu_ja_stem_acc,global_mmlu_ko_acc,global_mmlu_ko_business_acc,global_mmlu_ko_humanities_acc,global_mmlu_ko_medical_acc,global_mmlu_ko_other_acc,global_mmlu_ko_social_sciences_acc,global_mmlu_ko_stem_acc,global_mmlu_pt_acc,global_mmlu_pt_business_acc,global_mmlu_pt_humanities_acc,global_mmlu_pt_medical_acc,global_mmlu_pt_other_acc,global_mmlu_pt_social_sciences_acc,global_mmlu_pt_stem_acc,global_mmlu_zh_acc,global_mmlu_zh_business_acc,global_mmlu_zh_humanities_acc,global_mmlu_zh_medical_acc,global_mmlu_zh_other_acc,global_mmlu_zh_social_sciences_acc,global_mmlu_zh_stem_acc
nemotron_3_nano_small_muon,lm-evaluation-harness,adlr_global_mmlu_lite_5_shot,local,nvcr.io/nvidia/eval-factory/lm-evaluation-harness:26.01,6e5f187da614b21c,6e5f187da614b21c.14,0.3125,0.3333333333333333,0.3,0.6,0.3,0.4,0.1,0.3,0.31666666666666665,0.4,0.3,0.4,0.3,0.2,0.3,0.35,0.4,0.4,0.4,0.3,0.1,0.5,0.36666666666666664,0.4,0.6,0.3,0.3,0.1,0.5,0.25,0.3,0.4,0.3,0.3,0.0,0.2,0.3333333333333333,0.4,0.6,0.2,0.4,0.2,0.2,0.25,0.2,0.3,0.3,0.2,0.1,0.4,0.3,0.3,0.6,0.3,0.3,0.1,0.2
