Model Name,Harness,Task Name,Executor,Container,Invocation ID,Job ID,adlr_race_acc
nemotron_3_nano_small_muon,lm-evaluation-harness,adlr_race,local,nvcr.io/nvidia/eval-factory/lm-evaluation-harness:26.01,6e5f187da614b21c,6e5f187da614b21c.12,0.2
