Model Name,Harness,Task Name,Executor,Container,Invocation ID,Job ID,adlr_mmlu_pro_5_shot_base_biology_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_business_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_chemistry_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_computer_science_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_economics_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_engineering_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_health_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_history_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_law_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_math_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_other_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_philosophy_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_physics_exact_match__tigerlab-extract,adlr_mmlu_pro_5_shot_base_psychology_exact_match__tigerlab-extract
nemotron_3_nano_small_muon,lm-evaluation-harness,adlr_mmlu_pro_5_shot_base,local,nvcr.io/nvidia/eval-factory/lm-evaluation-harness:26.01,6e5f187da614b21c,6e5f187da614b21c.0,0.0,0.1,0.1,0.3,0.1,0.0,0.12857142857142856,0.3,0.1,0.1,0.0,0.2,0.3,0.0,0.2
