Model Name,Harness,Task Name,Executor,Container,Invocation ID,Job ID,openbookqa_acc,openbookqa_acc_norm
nemotron_3_nano_small_muon,lm-evaluation-harness,openbookqa,local,nvcr.io/nvidia/eval-factory/lm-evaluation-harness:26.01,6e5f187da614b21c,6e5f187da614b21c.10,0.1,0.2
